"Individuo","IEP","OP","SC","EdP","ÉpP","AP","DA"
"76214",351,"4","Hembra",3284,"Transición","1985",67
"76222",343,"1","Macho",1042,"Sequía","1979",59
"76222",339,"2","Macho",1385,"Sequía","1980",55
"76222",391,"3","Hembra",1724,"Sequía","1981",107
"76222",423,"4","Hembra",2115,"Sequía","1982",139
"76222",325,"5","Hembra",2538,"Transición","1983",41
"76222",328,"6","Macho",2863,"Sequía","1984",44
"76236",462,"2","Macho",1352,"Sequía","1980",178
"76236",358,"3","Hembra",1814,"Transición","1981",74
"76236",357,"4","Macho",2172,"Transición","1982",73
"76236",339,"5","Macho",2529,"Transición","1983",55
"76236",323,"6","Hembra",2868,"Sequía","1984",39
"76236",367,"7","Hembra",3191,"Sequía","1985",83
"76248",339,"1","Macho",1030,"Sequía","1979",55
"76260",394,"1","Hembra",1025,"Sequía","1979",110
"76260",375,"3","Hembra",2054,"Transición","1981",91
"76260",363,"4","Hembra",2429,"Sequía","1983",79
"76260",386,"5","Hembra",2792,"Sequía","1984",102
"76260",352,"6","Macho",3178,"Sequía","1985",68
"76260",382,"7","Hembra",3530,"Sequía","1986",98
"77014",361,"2","Macho",1858,"Sequía","1982",77
"77014",419,"3","Macho",2219,"Sequía","1983",135
"77014",346,"4","Macho",2638,"Sequía","1984",62
"77014",337,"5","Hembra",2984,"Sequía","1985",53
"77024",354,"1","Macho",1152,"Sequía","1980",70
"77024",341,"2","Hembra",3332,"Sequía","1981",57
"77024",377,"3","Macho",1847,"Sequía","1982",93
"77076",370,"1","Macho",1066,"Transición","1979",86
"77076",370,"2","Macho",1436,"Sequía","1981",86
"77112",436,"1","Macho",1073,"Sequía","1980",152
"77112",355,"3","Hembra",2196,"Sequía","1983",71
"77112",391,"4","Macho",2551,"Sequía","1984",107
"77112",374,"5","Macho",2942,"Sequía","1985",90
"77120",367,"1","Hembra",1094,"Sequía","1980",83
"77120",436,"2","Macho",1461,"Sequía","1981",152
"78",440,"1","Macho",1032,"Transición","2002",156
"78",383,"2","Macho",1472,"Sequía","2004",99
"78",457,"3","Hembra",1855,"Sequía","2005",173
"78",372,"4","Macho",2312,"Transición","2006",88
"78",346,"5","Hembra",2684,"Transición","2007",62
"78002",373,"2","Hembra",1859,"Sequía","1983",89
"78002",381,"3","Hembra",2232,"Sequía","1984",97
"78002",347,"4","Macho",2613,"Sequía","1985",63
"78052",387,"2","Hembra",1834,"Sequía","1983",103
"78052",354,"3","Hembra",2221,"Sequía","1984",70
"78052",363,"4","Hembra",2575,"Sequía","1985",79
"78054",359,"1","Macho",1085,"Sequía","1981",75
"78054",394,"2","Macho",1444,"Sequía","1982",110
"78064",350,"1","Macho",1110,"Sequía","1981",66
"78064",370,"2","Macho",1460,"Sequía","1982",86
"78064",401,"4","Hembra",2556,"Sequía","1985",117
"78076",380,"1","Hembra",1091,"Sequía","1981",96
"78076",355,"2","Macho",1471,"Sequía","1982",71
"78076",445,"3","Hembra",1826,"Sequía","1983",161
"78076",332,"4","Hembra",2271,"Transición","1984",48
"78076",397,"5","Macho",2603,"Sequía","1985",113
"78094",341,"2","Macho",1842,"Sequía","1983",57
"78094",348,"3","Hembra",2183,"Sequía","1984",64
"78094",396,"4","Macho",2531,"Sequía","1985",112
"78098",459,"1","Hembra",1081,"Sequía","1981",175
"78102",407,"1","Macho",1099,"Sequía","1981",123
"78102",312,"2","Macho",1506,"Sequía","1982",28
"78102",405,"3","Hembra",1818,"Sequía","1983",121
"78102",418,"4","Hembra",2223,"Sequía","1984",134
"78146",331,"1","Hembra",1107,"Sequía","1981",47
"78146",387,"2","Macho",1438,"Sequía","1982",103
"78146",373,"3","Macho",1825,"Sequía","1983",89
"78146",343,"4","Macho",2198,"Sequía","1984",59
"78146",379,"5","Macho",2541,"Sequía","1985",95
"79006",495,"1","Hembra",888,"Transición","1981",211
"79006",317,"2","Hembra",1383,"Transición","1982",33
"79006",342,"3","Macho",1700,"Lluvia","1983",58
"79024",367,"1","Hembra",1120,"Sequía","1982",83
"79024",382,"2","Macho",1487,"Sequía","1983",98
"79024",330,"3","Macho",1869,"Sequía","1984",46
"79024",376,"4","Macho",2199,"Sequía","1985",92
"79046",324,"2","Macho",1389,"Transición","1982",40
"79046",307,"3","Macho",1713,"Transición","1983",23
"79046",339,"4","Macho",2020,"Lluvia","1984",55
"79088",374,"1","Macho",1094,"Sequía","1982",90
"79088",424,"2","Macho",1468,"Sequía","1983",140
"79088",334,"3","Hembra",1892,"Transición","1984",50
"79088",375,"4","Hembra",2226,"Sequía","1985",91
"79088",395,"5","Macho",2601,"Sequía","1986",111
"79088",334,"6","Macho",2996,"Transición","1987",50
"79088",340,"10","Hembra",4430,"Sequía","1991",56
"79088",368,"11","Hembra",4770,"Sequía","1992",84
"79092",358,"2","Macho",1408,"Transición","1982",74
"79092",347,"3","Macho",1766,"Transición","1983",63
"79098",362,"5","Macho",1115,"Sequía","1982",78
"79098",366,"7","Hembra",2182,"Sequía","1985",82
"79116",460,"1","Macho",1663,"Lluvia","1983",176
"79128",340,"1","Macho",852,"Transición","1981",56
"79128",388,"2","Macho",1192,"Transición","1982",104
"79128",363,"3","Macho",1580,"Transición","1983",79
"79128",314,"4","Macho",1943,"Transición","1984",30
"79128",345,"5","Hembra",2257,"Transición","1985",61
"79136",369,"2","Hembra",1495,"Sequía","1983",85
"79136",388,"3","Macho",1864,"Sequía","1984",104
"79136",382,"4","Macho",2252,"Transición","1985",98
"79138",456,"3","Macho",2569,"Sequía","1986",172
"79144",386,"1","Hembra",1653,"Lluvia","1983",102
"79156",373,"1","Macho",1074,"Sequía","1982",89
"79156",374,"3","Hembra",2177,"Sequía","1985",90
"79156",445,"4","Hembra",2551,"Sequía","1986",161
"79156",361,"6","Hembra",3664,"Sequía","1989",77
"79156",354,"7","Hembra",4025,"Sequía","1990",70
"79156",365,"8","Hembra",4379,"Sequía","1991",81
"79156",438,"9","Macho",4744,"Sequía","1992",154
"79168",363,"1","Hembra",1071,"Sequía","1982",79
"79204",509,"1","Hembra",849,"Transición","1981",225
"79204",313,"2","Hembra",1358,"Transición","1982",29
"79204",346,"3","Macho",1671,"Lluvia","1983",62
"79224",371,"1","Hembra",1114,"Sequía","1982",87
"79224",333,"2","Hembra",1485,"Sequía","1983",49
"79224",332,"3","Macho",1818,"Sequía","1984",48
"79224",405,"4","Macho",2150,"Sequía","1985",121
"79270",511,"1","Hembra",830,"Transición","1981",227
"79270",331,"2","Hembra",1341,"Transición","1982",47
"79270",367,"3","Hembra",1672,"Transición","1983",83
"79272",384,"1","Hembra",1030,"Sequía","1982",100
"79272",380,"2","Hembra",1414,"Sequía","1983",96
"79272",329,"3","Macho",1794,"Sequía","1984",45
"79272",407,"4","Macho",2123,"Sequía","1985",123
"79290",339,"3","Hembra",1628,"Lluvia","1983",55
"79290",340,"4","Hembra",1967,"Lluvia","1984",56
"79314",347,"1","Macho",1100,"Transición","1982",63
"79314",360,"2","Macho",1447,"Sequía","1983",76
"79314",357,"3","Hembra",1807,"Sequía","1984",73
"79314",328,"4","Macho",2164,"Sequía","1985",44
"79314",332,"5","Macho",2492,"Sequía","1986",48
"79320",525,"1","Macho",773,"Transición","1981",241
"79320",346,"3","Hembra",1602,"Lluvia","1983",62
"79326",361,"2","Hembra",1395,"Sequía","1983",77
"79326",441,"3","Hembra",1756,"Sequía","1984",157
"79326",322,"4","Hembra",2197,"Transición","1985",38
"80",348,"1","Macho",1122,"Sequía","2003",64
"80",434,"3","Hembra",1859,"Sequía","2005",150
"80",364,"5","Macho",2961,"Sequía","2008",80
"80",340,"6","Hembra",3325,"Sequía","2009",56
"80",412,"7","Hembra",3665,"Sequía","2010",128
"80016",383,"1","Hembra",1115,"Sequía","1983",99
"80016",416,"2","Hembra",1498,"Sequía","1984",132
"80040",352,"2","Macho",1477,"Sequía","1984",68
"80040",374,"3","Macho",1829,"Sequía","1985",90
"80048",355,"3","Macho",1831,"Sequía","1985",71
"80074",512,"1","Macho",1313,"Lluvia","1983",228
"80074",366,"2","Macho",1825,"Sequía","1985",82
"8008",345,"2","Hembra",2186,"Sequía","2014",61
"80098",393,"1","Hembra",1074,"Sequía","1983",109
"80098",370,"2","Macho",1467,"Sequía","1984",86
"80114",360,"3","Hembra",1833,"Sequía","1985",76
"8012",381,"1","Macho",1494,"Transición","2012",97
"8012",486,"3","Macho",3023,"Lluvia","2016",202
"80130",378,"1","Hembra",1101,"Sequía","1983",94
"80138",351,"2","Hembra",1825,"Sequía","1985",67
"80138",347,"3","Macho",2176,"Sequía","1986",63
"80154",398,"1","Macho",1067,"Sequía","1983",114
"8016",360,"3","Macho",2901,"Sequía","2016",76
"80180",451,"1","Hembra",1372,"Transición","1983",167
"80180",363,"2","Macho",1823,"Sequía","1985",79
"80180",354,"3","Hembra",2186,"Sequía","1986",70
"80180",370,"4","Hembra",2540,"Sequía","1987",86
"80180",376,"5","Macho",2910,"Sequía","1988",92
"80180",367,"6","Hembra",3286,"Sequía","1989",83
"80180",359,"7","Hembra",3653,"Sequía","1990",75
"80180",340,"8","Hembra",4012,"Sequía","1991",56
"80180",430,"9","Macho",4352,"Sequía","1992",146
"80182",344,"2","Hembra",1474,"Sequía","1984",60
"80182",357,"3","Hembra",1818,"Sequía","1985",73
"80182",371,"4","Macho",2175,"Sequía","1986",87
"80182",401,"5","Hembra",2546,"Sequía","1987",117
"80182",326,"6","Hembra",2947,"Sequía","1988",42
"80182",379,"7","Macho",3273,"Sequía","1989",95
"80182",356,"8","Macho",3652,"Sequía","1990",72
"80182",358,"9","Hembra",4008,"Sequía","1991",74
"80182",380,"10","Macho",4366,"Sequía","1992",96
"80202",505,"1","Hembra",1273,"Lluvia","1983",221
"80202",406,"2","Macho",1778,"Sequía","1985",122
"80212",373,"2","Macho",1807,"Sequía","1985",89
"8026",403,"1","Macho",1489,"Transición","2012",119
"8026",409,"2","Macho",1892,"Transición","2013",125
"8026",331,"4","Hembra",2886,"Sequía","2016",47
"80264",405,"1","Hembra",1009,"Transición","1982",121
"80264",349,"2","Macho",1414,"Sequía","1984",65
"80264",416,"3","Macho",1763,"Sequía","1985",132
"80270",468,"1","Hembra",1016,"Sequía","1983",184
"80270",333,"2","Hembra",1484,"Transición","1984",49
"80270",323,"3","Hembra",1817,"Sequía","1985",39
"8028",401,"1","Macho",1381,"Sequía","2012",117
"8028",395,"2","Hembra",1782,"Sequía","2013",111
"8028",343,"4","Macho",2935,"Transición","2016",59
"8044",528,"1","Hembra",1746,"Sequía","2013",244
"8044",382,"2","Hembra",2274,"Transición","2014",98
"8044",345,"3","Hembra",2656,"Lluvia","2015",61
"8060",472,"1","Hembra",1281,"Transición","2011",188
"8060",461,"2","Hembra",1753,"Sequía","2013",177
"8072",407,"2","Macho",2150,"Sequía","2014",123
"8072",323,"3","Hembra",2557,"Transición","2015",39
"8072",334,"4","Hembra",2880,"Sequía","2016",50
"8078",425,"1","Hembra",1427,"Sequía","2012",141
"8078",475,"3","Hembra",2514,"Sequía","2015",191
"8082",356,"3","Macho",2196,"Transición","2014",72
"8082",386,"4","Macho",2552,"Transición","2015",102
"8094",437,"1","Macho",1815,"Transición","2013",153
"8094",419,"3","Macho",2842,"Sequía","2016",135
"8098",436,"3","Macho",2841,"Sequía","2016",152
"81006",344,"1","Hembra",1179,"Sequía","1984",60
"81014",321,"2","Macho",1547,"Transición","1985",37
"81014",463,"4","Macho",2557,"Sequía","1988",179
"81014",352,"5","Hembra",3020,"Transición","1989",68
"81014",334,"6","Macho",3372,"Sequía","1990",50
"81014",321,"7","Macho",3706,"Sequía","1991",37
"81014",396,"8","Macho",4027,"Sequía","1992",112
"81014",422,"9","Hembra",4423,"Sequía","1993",138
"81014",327,"10","Macho",4845,"Transición","1994",43
"81032",404,"1","Hembra",1089,"Sequía","1984",120
"81032",376,"2","Macho",1493,"Sequía","1985",92
"8104",430,"2","Hembra",2142,"Sequía","2014",146
"81048",382,"1","Hembra",1153,"Sequía","1984",98
"81048",324,"2","Hembra",1535,"Sequía","1985",40
"81056",356,"1","Hembra",1115,"Sequía","1984",72
"81056",372,"2","Macho",1471,"Sequía","1985",88
"81058",390,"1","Macho",1083,"Sequía","1984",106
"81058",368,"2","Macho",1473,"Sequía","1985",84
"8106",377,"2","Hembra",2043,"Transición","2013",93
"8106",391,"3","Macho",2420,"Transición","2014",107
"8106",391,"4","Hembra",2811,"Sequía","2016",107
"81076",356,"1","Macho",1476,"Sequía","1985",72
"81094",386,"1","Hembra",1071,"Sequía","1984",102
"81110",387,"1","Hembra",1068,"Sequía","1984",103
"81110",371,"2","Hembra",1455,"Sequía","1985",87
"81110",387,"3","Hembra",1826,"Sequía","1986",103
"81110",363,"4","Macho",2213,"Sequía","1987",79
"81110",350,"5","Hembra",2576,"Sequía","1988",66
"81110",359,"6","Hembra",2926,"Sequía","1989",75
"81110",367,"7","Hembra",3285,"Sequía","1990",83
"81110",389,"8","Macho",3652,"Sequía","1991",105
"81110",411,"9","Hembra",4041,"Sequía","1992",127
"81110",374,"10","Hembra",4452,"Transición","1993",90
"8112",390,"2","Hembra",2170,"Transición","2014",106
"81120",322,"2","Macho",1874,"Sequía","1986",38
"81120",390,"3","Macho",2196,"Sequía","1987",106
"81120",349,"4","Hembra",2586,"Sequía","1988",65
"81120",357,"5","Macho",2935,"Sequía","1989",73
"81120",383,"6","Hembra",3292,"Sequía","1990",99
"81120",349,"7","Hembra",3675,"Sequía","1991",65
"81120",372,"8","Hembra",4024,"Sequía","1992",88
"81120",329,"9","Hembra",4396,"Sequía","1993",45
"81120",396,"10","Macho",4725,"Sequía","1994",112
"81120",399,"11","Macho",5121,"Sequía","1995",115
"81124",358,"1","Macho",1108,"Sequía","1984",74
"81124",407,"2","Hembra",1466,"Sequía","1985",123
"81126",391,"1","Macho",1058,"Transición","1983",107
"81126",374,"2","Hembra",1449,"Sequía","1985",90
"81126",373,"3","Hembra",1823,"Sequía","1986",89
"81126",422,"4","Macho",2196,"Sequía","1987",138
"81126",383,"5","Macho",2618,"Transición","1988",99
"81126",354,"6","Macho",3001,"Transición","1989",70
"81126",320,"7","Macho",3355,"Transición","1990",36
"81126",348,"8","Hembra",3675,"Sequía","1991",64
"81126",371,"9","Macho",4023,"Sequía","1992",87
"81128",344,"1","Macho",1131,"Sequía","1984",60
"81128",336,"2","Hembra",1475,"Sequía","1985",52
"81128",383,"3","Macho",1811,"Sequía","1986",99
"81128",378,"4","Macho",2194,"Sequía","1987",94
"81138",375,"3","Macho",2556,"Sequía","1988",91
"81138",407,"4","Macho",2931,"Sequía","1989",123
"81138",377,"5","Macho",3338,"Sequía","1990",93
"8116",339,"1","Hembra",1411,"Sequía","2012",55
"8116",436,"2","Hembra",1750,"Sequía","2013",152
"8116",371,"3","Macho",2186,"Transición","2014",87
"81176",371,"1","Macho",1453,"Sequía","1985",87
"81176",365,"2","Hembra",1824,"Sequía","1986",81
"81176",369,"3","Hembra",2189,"Sequía","1987",85
"81176",354,"4","Macho",2558,"Sequía","1988",70
"81176",362,"5","Hembra",2912,"Sequía","1989",78
"81176",382,"6","Hembra",3274,"Sequía","1990",98
"81176",375,"7","Macho",3656,"Sequía","1991",91
"81176",365,"8","Hembra",4031,"Sequía","1992",81
"81188",368,"2","Macho",1798,"Sequía","1986",84
"81212",341,"1","Hembra",1470,"Sequía","1985",57
"81214",370,"1","Macho",1083,"Sequía","1984",86
"81214",371,"2","Hembra",1453,"Sequía","1985",87
"81254",385,"1","Macho",1033,"Sequía","1984",101
"81254",431,"2","Hembra",1418,"Sequía","1985",147
"81254",378,"3","Hembra",1849,"Transición","1986",94
"81254",347,"5","Hembra",2884,"Sequía","1989",63
"81262",376,"1","Hembra",1468,"Sequía","1985",92
"81262",351,"2","Macho",1844,"Transición","1986",67
"81276",364,"1","Macho",1399,"Sequía","1985",80
"81276",334,"2","Macho",1763,"Sequía","1986",50
"81286",411,"1","Hembra",1000,"Sequía","1984",127
"81286",374,"2","Macho",1411,"Sequía","1985",90
"81286",327,"3","Macho",1785,"Sequía","1986",43
"81288",405,"1","Hembra",1026,"Sequía","1984",121
"81288",350,"2","Hembra",1431,"Sequía","1985",66
"81290",382,"1","Macho",996,"Sequía","1984",98
"81290",366,"2","Macho",1378,"Sequía","1985",82
"81290",361,"3","Hembra",1744,"Sequía","1986",77
"81290",385,"4","Macho",2105,"Sequía","1987",101
"81312",313,"1","Macho",1087,"Transición","1984",29
"81312",376,"2","Macho",1400,"Transición","1985",92
"8144",339,"1","Macho",1310,"Sequía","2012",55
"8144",396,"2","Hembra",1649,"Sequía","2013",112
"8144",328,"4","Hembra",2854,"Transición","2016",44
"8148",342,"1","Macho",1284,"Sequía","2012",58
"8148",459,"2","Hembra",1626,"Sequía","2013",175
"8148",325,"3","Hembra",2085,"Transición","2014",41
"8148",321,"4","Hembra",2410,"Transición","2015",37
"8148",349,"5","Macho",2731,"Sequía","2016",65
"82008",361,"1","Hembra",841,"Transición","1984",77
"82008",347,"2","Macho",1202,"Transición","1985",63
"82052",330,"1","Hembra",1191,"Transición","1985",46
"82070",402,"1","Hembra",1072,"Transición","1984",118
"82074",348,"1","Macho",1163,"Sequía","1985",64
"82080",397,"1","Hembra",1476,"Sequía","1986",113
"82080",337,"2","Macho",1873,"Sequía","1987",53
"82082",418,"1","Macho",1128,"Sequía","1985",134
"82084",357,"1","Macho",1098,"Sequía","1985",73
"82084",359,"2","Hembra",1455,"Sequía","1986",75
"82086",371,"1","Hembra",1094,"Sequía","1985",87
"82090",433,"1","Hembra",1093,"Sequía","1985",149
"82092",419,"1","Hembra",1051,"Transición","1984",135
"82108",394,"1","Macho",1105,"Sequía","1985",110
"82108",341,"2","Hembra",1499,"Sequía","1986",57
"82108",393,"3","Macho",1840,"Sequía","1987",109
"82108",348,"5","Macho",2965,"Sequía","1990",64
"82108",341,"6","Hembra",3313,"Sequía","1991",57
"82108",379,"7","Hembra",3654,"Sequía","1992",95
"82110",368,"1","Hembra",1089,"Sequía","1985",84
"82116",422,"1","Macho",1054,"Sequía","1985",138
"82120",400,"1","Hembra",1092,"Sequía","1985",116
"82120",405,"3","Hembra",1786,"Sequía","1987",121
"82194",375,"3","Hembra",2121,"Sequía","1988",91
"82194",351,"4","Macho",2496,"Sequía","1989",67
"82194",374,"5","Macho",2847,"Sequía","1990",90
"82194",366,"6","Hembra",3221,"Sequía","1991",82
"82194",332,"7","Hembra",3587,"Sequía","1992",48
"82194",391,"8","Hembra",3919,"Sequía","1993",107
"82210",380,"1","Hembra",1008,"Sequía","1985",96
"82212",415,"1","Hembra",1438,"Sequía","1986",131
"83012",403,"1","Hembra",1100,"Sequía","1986",119
"83014",362,"1","Hembra",1116,"Sequía","1986",78
"83014",386,"2","Macho",1478,"Sequía","1987",102
"83014",354,"3","Macho",1864,"Sequía","1988",70
"83014",377,"4","Hembra",2218,"Sequía","1989",93
"83014",383,"5","Hembra",2595,"Sequía","1990",99
"83014",348,"6","Macho",2978,"Sequía","1991",64
"83014",366,"7","Macho",3326,"Sequía","1992",82
"83014",414,"8","Hembra",3692,"Sequía","1993",130
"83014",366,"9","Hembra",4106,"Transición","1994",82
"83014",374,"10","Macho",4472,"Transición","1995",90
"83016",352,"1","Macho",1132,"Sequía","1986",68
"83016",378,"2","Macho",1484,"Sequía","1987",94
"83016",366,"3","Hembra",1862,"Sequía","1988",82
"83016",351,"4","Hembra",2228,"Sequía","1989",67
"83016",371,"5","Hembra",2579,"Sequía","1990",87
"83016",337,"6","Macho",2950,"Sequía","1991",53
"83016",395,"7","Hembra",3287,"Sequía","1992",111
"83016",341,"8","Hembra",3682,"Sequía","1993",57
"83030",377,"2","Hembra",1823,"Sequía","1988",93
"83030",377,"3","Macho",2200,"Sequía","1989",93
"83040",351,"2","Macho",1838,"Sequía","1988",67
"83040",352,"3","Hembra",2189,"Sequía","1989",68
"83040",337,"5","Macho",3355,"Transición","1992",53
"83040",327,"6","Hembra",3692,"Sequía","1993",43
"83040",365,"7","Macho",4019,"Sequía","1994",81
"83040",390,"8","Hembra",4384,"Sequía","1995",106
"83042",428,"1","Macho",1114,"Sequía","1986",144
"83042",338,"2","Macho",1542,"Transición","1987",54
"83042",420,"4","Macho",2946,"Sequía","1991",136
"83042",328,"5","Hembra",3366,"Transición","1992",44
"83042",379,"6","Hembra",3694,"Sequía","1993",95
"83042",353,"7","Hembra",4073,"Sequía","1994",69
"83042",359,"8","Macho",4426,"Sequía","1995",75
"83042",420,"9","Macho",4785,"Sequía","1996",136
"83042",322,"10","Macho",5205,"Transición","1997",38
"83046",377,"1","Hembra",1096,"Sequía","1986",93
"83046",381,"2","Macho",1473,"Sequía","1987",97
"83046",346,"3","Macho",1854,"Sequía","1988",62
"83046",372,"4","Macho",2200,"Sequía","1989",88
"83046",360,"5","Macho",2572,"Sequía","1990",76
"83046",373,"6","Hembra",2932,"Sequía","1991",89
"83046",333,"7","Macho",3305,"Sequía","1992",49
